Diamtrs,Laiks3,Laiks2,Laiks1
2.208,54.72,14.01,39.45
2.391,1.55,16.61,14.42
1.29,34.79,40.2,19.59
1.75,19.25,52.6,6.89
1.999,41.05,37.85,24.77
2.109,42.49,48.12,12.42
1.051,5.81,33.37,24.53
0.837,48.42,35.41,28.38
1.418,20.33,47.43,53.08
1.884,39.04,28.38,42.45
0.597,17.98,29.5,46.26
1.802,39.35,28.64,41.32
0.447,42.54,40.4,21.27
0.398,13.63,49.38,38.35
0.23,22.39,41.19,51.96
1.349,44.76,20.2,8.75
0.345,11.19,10.47,18.9
2.962,57.7,5.25,27.41
2.631,0.85,36.52,4.4
2.964,52.77,11.73,43.8
1.157,40.51,28.72,55.41
0.949,1.49,15.06,4.27
2.523,58.2,8.64,48.02
1.112,32.94,33.05,15.41
2.885,57.51,50.98,34.09
2.44,59.48,39.97,10.56
1.86,5.52,42.84,5.48
0.286,5.49,52.38,59.89
0.442,41.2,20.88,0.14
0.981,12.18,32.58,49.32
0.998,51.18,35.4,27.3
2.431,57.37,3.4,34.07
2.574,10.03,56.96,12.0
2.104,36.39,17.99,40.26
1.224,41.12,25.49,44.91
2.36,21.23,11.77,52.35
1.669,33.51,27.38,17.62
1.767,40.37,6.23,2.84
2.891,47.79,34.6,33.44
2.847,17.33,9.35,15.23
2.685,11.39,58.82,53.02
1.693,42.01,41.31,48.64
1.301,10.5,48.76,44.31
1.189,33.32,7.87,4.71
0.11,23.97,12.0,39.1
1.508,26.69,43.28,20.44
2.221,30.41,26.58,31.48
3.0,9.16,39.73,26.16
2.86,53.95,12.78,51.14
1.869,4.13,33.91,57.53
0.138,8.67,23.37,20.63
2.584,55.59,53.02,22.18
0.133,18.79,44.36,46.21
1.251,50.24,18.02,52.52
1.402,37.83,29.86,0.03
0.225,12.17,23.4,56.39
0.165,51.64,37.8,13.78
1.549,18.96,54.41,15.04
0.347,25.33,0.24,48.09
0.328,57.75,57.46,18.38
1.769,18.52,10.63,20.09
0.395,49.78,23.25,6.08
1.979,27.34,59.24,39.51
0.665,19.16,7.56,20.42
1.504,53.61,50.74,50.68
1.76,51.9,51.7,28.41
0.68,8.15,2.28,45.1
1.584,36.19,37.43,38.56
1.848,30.54,0.8,54.74
0.165,42.54,6.06,2.1
0.858,38.93,38.45,15.21
2.66,39.45,19.03,51.13
2.653,4.35,13.89,33.24
0.974,29.83,46.05,10.87
2.439,53.71,30.06,4.37
0.071,7.76,0.6,18.97
2.4,10.99,31.5,49.78
1.964,29.34,22.08,21.44
0.581,58.83,30.28,24.61
0.817,38.84,19.94,26.73
1.211,50.47,1.67,31.04
1.952,7.23,26.42,32.56
2.013,26.0,27.19,19.51
2.623,44.22,26.94,2.92
2.365,5.67,29.86,12.39
0.179,9.08,14.62,15.45
0.147,3.63,57.2,17.5
1.009,54.0,56.27,7.54
0.274,37.48,47.37,22.17
1.255,5.96,43.7,43.5
1.996,9.89,5.28,45.48
0.841,32.87,55.63,0.67
1.514,17.06,48.71,53.61
0.983,6.24,59.34,5.94
0.816,15.39,18.59,36.93
2.332,33.65,1.54,0.34
1.38,5.89,52.66,4.6
1.637,26.03,44.83,41.4
0.895,0.08,58.86,51.04
0.027,11.53,56.49,37.2
0.422,54.36,7.65,42.14
0.662,43.11,48.63,12.64
2.84,58.17,45.54,53.32
2.858,21.97,29.22,21.42
0.52,32.81,1.02,46.14
1.681,58.42,39.45,1.42
0.57,31.95,25.35,35.56
1.688,33.52,37.68,36.97
2.714,35.9,55.51,17.78
2.468,41.13,3.03,49.37
2.188,21.93,26.85,37.69
0.016,27.04,44.6,4.76
0.237,30.5,24.39,22.07
2.593,45.44,9.34,4.13
0.967,15.67,29.6,43.59
0.614,57.6,17.7,4.22
2.892,12.27,47.89,18.94
0.594,58.04,31.49,2.32
1.303,57.2,40.32,57.76
0.216,2.31,44.59,9.67
2.473,10.95,16.73,31.66
1.86,31.91,13.71,26.31
1.08,24.23,31.32,43.87
1.146,42.86,23.54,6.34
2.326,18.38,17.53,32.65
0.116,58.68,18.58,25.9
1.552,52.34,14.01,9.76
2.711,5.03,35.69,31.18
0.222,59.66,7.69,41.05
0.436,12.69,13.07,45.47
2.817,20.71,44.93,17.49
2.473,1.93,23.69,7.5
1.327,34.04,44.31,32.87
2.49,42.76,31.43,42.48
0.401,14.82,53.52,56.39
2.616,19.37,14.2,9.77
1.735,6.28,56.16,27.04
2.499,37.88,39.39,33.27
1.074,32.32,7.82,28.27
1.589,5.69,31.63,23.64
2.079,46.54,29.59,16.15
1.201,1.1,52.72,5.5
1.917,48.01,13.72,3.87
0.693,41.03,30.24,48.48
1.066,30.27,32.0,31.98
0.242,30.96,9.67,14.45
2.392,58.04,38.15,46.54
0.194,21.27,54.4,47.32
2.402,38.07,59.6,41.31
1.86,32.76,19.95,58.79
2.904,56.36,16.41,59.05
1.991,4.7,56.81,41.07
1.863,40.19,53.7,13.8
1.87,17.86,30.21,58.87
1.603,9.99,11.15,26.72
1.565,55.84,39.66,3.91
0.859,22.93,58.37,35.94
0.569,54.88,1.27,21.63
1.965,32.07,46.38,19.45
1.79,44.62,28.05,0.12
1.277,0.54,19.38,46.83
1.977,7.15,36.71,19.48
1.578,3.29,57.04,49.54
2.507,38.31,26.99,36.39
1.282,36.81,16.05,47.19
1.435,28.63,16.0,43.21
0.21,14.97,38.57,22.68
2.319,26.94,13.29,50.14
1.051,30.33,51.2,36.13
1.554,7.15,33.33,22.97
0.976,31.47,44.68,57.59
2.79,31.14,10.38,25.05
0.317,17.72,35.74,40.58
0.343,25.78,30.48,5.59
0.841,7.3,47.46,28.39
0.285,7.51,44.85,29.66
2.006,54.49,25.78,37.25
0.223,36.94,22.45,52.63
2.434,10.4,25.48,43.35
0.606,53.01,45.11,15.63
1.307,54.54,17.44,0.97
2.147,32.14,56.92,40.77
0.069,42.32,7.75,18.18
2.713,20.5,20.28,28.17
2.652,41.27,8.82,22.63
0.295,17.4,48.05,40.72
0.559,15.53,59.68,13.81
1.999,31.06,11.23,44.02
1.183,10.16,26.17,18.81
1.48,5.21,37.26,59.55
0.308,0.59,9.58,54.21
0.169,32.84,43.71,40.66
1.166,48.86,41.73,6.99
0.018,48.77,31.03,53.81
2.014,59.21,14.38,12.08
2.772,0.35,11.07,50.19
1.814,35.51,40.01,58.06
2.323,8.57,32.65,56.05
2.259,55.71,32.68,21.11
1.598,39.61,49.06,49.28
1.959,30.78,53.19,29.52
2.744,42.2,54.52,55.15
0.641,31.34,16.69,49.67
1.781,57.58,17.68,43.45
2.155,10.29,33.77,56.0
2.347,16.31,5.76,5.88
1.896,18.42,29.29,47.27
0.591,42.62,58.79,27.86
2.728,43.67,16.06,30.4
2.594,30.53,4.32,49.05
2.422,29.48,57.38,41.72
1.041,31.42,16.34,44.26
2.771,1.58,2.55,8.06
1.115,52.5,23.12,4.26
1.521,46.85,45.99,27.72
2.032,25.73,28.2,43.74
0.106,35.98,49.38,49.48
2.068,15.29,22.93,37.64
0.626,30.13,25.4,24.79
0.903,51.46,15.62,51.18
1.62,18.3,8.55,17.09
1.599,36.28,35.56,45.23
1.044,38.91,40.28,9.95
1.34,45.95,44.69,48.55
2.379,59.96,9.63,51.96
2.885,36.15,8.66,9.5
1.947,56.57,59.12,33.23
1.368,51.39,17.35,25.17
1.051,11.4,8.65,22.06
1.574,43.5,34.02,4.61
2.176,59.65,0.84,0.47
2.653,48.29,29.48,32.76
0.221,0.59,47.77,11.06
0.947,42.9,59.81,33.8
0.221,26.71,26.48,58.15
1.137,13.86,9.67,39.64
1.349,11.89,10.25,39.89
2.214,55.98,29.17,41.89
2.139,44.15,54.17,46.99
2.957,52.35,13.21,4.07
1.879,0.22,51.95,16.77
1.113,33.41,4.26,25.49
1.618,20.14,26.9,50.52
1.381,5.05,32.16,46.9
1.672,13.89,45.16,43.15
0.605,32.22,31.46,6.91
1.853,31.65,12.6,27.89
2.492,53.69,1.82,47.56
2.74,13.13,24.5,56.87
2.333,7.93,4.63,33.36
2.903,47.74,12.15,22.62
0.923,24.12,1.9,32.95
1.754,42.26,20.82,16.93
1.09,52.44,14.11,18.85
1.659,34.26,27.27,28.56
1.884,47.09,57.93,18.32
2.006,40.79,45.2,25.05
2.535,9.82,49.32,28.44
0.596,2.31,52.62,18.25
1.281,28.99,4.79,59.81
2.339,17.81,49.27,9.71
0.19,23.26,53.64,37.54
0.468,21.93,53.38,57.16
1.785,9.44,28.95,59.22
1.318,37.64,12.82,2.05
2.302,14.55,51.02,42.24
2.454,12.23,14.22,36.28
0.319,34.25,59.18,7.38
2.897,14.97,14.87,54.19
0.457,13.59,42.63,30.57
1.877,48.7,28.34,31.25
0.391,7.04,11.04,14.17
1.988,22.43,17.52,18.62
2.25,2.94,34.03,25.67
0.635,54.49,19.53,12.45
2.666,39.33,7.92,17.34
0.896,0.39,42.43,44.88
0.072,50.2,26.93,59.08
0.085,32.09,24.57,6.21
0.518,47.3,50.77,19.49
1.554,57.91,49.76,10.25
2.769,7.4,38.05,20.63
1.297,9.86,42.2,0.42
2.57,48.84,58.39,54.13
0.845,53.0,37.5,17.07
0.641,21.31,47.58,51.62
0.386,6.31,24.89,21.07
0.276,18.78,34.75,51.42
0.433,20.51,39.14,1.0
1.649,59.97,37.27,40.74
0.485,48.61,36.2,49.64
2.53,43.53,34.15,13.17
1.927,54.03,12.78,8.52
0.658,3.32,21.03,12.64
0.486,9.21,5.65,12.93
1.676,14.18,51.57,26.4
0.975,24.76,57.5,48.56
2.979,56.94,35.14,14.18
1.928,56.57,5.52,51.45
2.688,16.3,34.25,51.22
0.406,48.36,45.65,44.56
2.342,56.2,43.39,59.96
1.399,8.56,0.65,54.26
0.864,22.9,12.09,9.05
1.06,11.23,34.01,16.36
2.986,43.13,2.38,17.51
1.788,1.96,45.17,45.97
0.747,25.68,41.71,44.16
2.36,48.03,54.88,3.39
2.316,15.27,54.94,19.39
1.744,11.86,39.28,1.03
1.069,35.55,47.27,13.82
0.389,43.45,43.28,9.35
0.262,12.29,56.95,41.87
2.552,23.48,35.6,36.21
2.906,35.36,49.02,25.86
2.275,3.44,6.5,13.64
1.774,8.19,47.72,15.01
2.345,58.06,58.59,47.24
0.441,20.63,8.91,47.82
1.496,35.38,22.34,21.44
1.332,39.5,17.26,11.42
1.328,44.19,36.26,26.98
2.572,10.55,6.27,47.37
1.264,3.74,39.68,29.01
0.226,22.95,42.22,39.1
2.755,28.22,51.81,13.33
0.811,39.68,21.84,12.18
1.081,12.92,3.86,50.87
2.747,45.1,58.17,52.14
1.751,17.54,39.84,40.42
1.317,16.69,30.93,29.63
1.799,58.66,45.2,58.38
1.072,21.41,30.19,52.56
0.754,1.67,35.73,26.82
0.657,24.83,25.23,4.18
2.335,46.71,14.23,52.42
0.458,45.94,30.58,20.13
0.455,18.76,29.16,31.23
0.179,59.5,32.08,33.54
0.427,48.69,57.37,15.24
0.629,31.95,9.1,0.21
0.836,24.06,30.93,49.16
1.571,21.71,17.42,29.92
2.612,16.81,48.44,13.76
2.036,47.87,40.62,43.82
2.841,2.23,30.17,57.5
1.681,30.64,10.77,22.2
1.128,17.39,47.65,40.22
0.521,58.02,38.77,4.64
0.212,43.06,52.28,38.26
0.815,37.04,39.8,15.1
1.706,36.44,30.9,23.74
2.877,59.5,58.13,28.75
2.373,34.61,29.92,19.97
0.338,24.95,38.45,22.0
2.296,33.81,7.26,0.7
2.036,54.5,1.83,26.9
2.468,42.24,8.69,55.99
0.47,46.07,20.47,24.7
2.281,58.52,13.34,5.19
1.566,22.74,17.14,27.79
2.218,28.48,32.25,33.32
0.698,25.83,58.63,43.31
0.311,39.39,48.86,5.3
2.044,1.08,8.77,54.62
2.196,14.2,25.22,18.01
2.279,0.95,57.68,44.66
2.338,38.91,20.01,8.62
1.812,11.69,35.05,33.79
2.106,21.1,57.84,39.61
1.938,40.38,23.21,21.45
0.013,34.69,8.88,7.73
1.134,22.57,30.52,19.15
1.591,39.91,21.72,49.14
2.423,52.59,8.53,9.9
2.147,14.98,13.78,1.46
0.135,46.14,23.21,56.9
0.396,48.56,44.9,47.37
2.062,22.64,14.69,10.49
1.212,29.15,59.91,41.33
0.803,11.92,52.49,39.39
2.01,57.13,29.1,11.82
1.489,54.92,13.37,28.34
2.785,51.16,10.46,46.08
1.17,55.73,49.01,23.5
2.164,39.89,53.38,0.37
1.017,43.52,17.83,53.99
0.337,5.81,25.33,53.67
1.473,52.62,50.6,54.66
1.811,14.12,52.67,49.79
2.951,14.59,48.24,39.29
0.653,14.61,34.46,51.83
1.486,54.61,31.49,58.07
2.831,45.25,57.48,42.98
1.224,26.26,36.12,36.02
0.01,0.66,56.64,4.29
1.262,48.96,15.03,49.26
1.674,50.19,37.32,44.53
2.537,10.12,9.94,7.67
2.061,22.91,14.73,53.19
2.184,16.14,34.08,42.13
1.702,52.81,29.37,5.58
0.304,4.09,32.64,30.91
0.044,36.95,59.95,25.89
2.307,34.36,55.87,24.85
1.591,12.64,38.54,21.5
1.259,44.59,52.45,15.98
0.735,25.18,51.14,51.17
2.488,42.28,37.14,51.59
2.418,13.97,3.98,55.6
0.507,39.2,9.08,36.28
1.054,26.62,47.15,14.53
0.621,13.61,13.36,32.42
2.231,52.38,10.89,45.59
1.567,44.87,41.58,34.56
1.055,49.07,2.54,27.55
1.837,3.3,34.95,24.72
0.963,2.7,53.04,16.61
2.93,32.82,14.23,25.91
2.27,44.68,7.46,46.72
0.602,34.48,36.28,26.08
0.137,8.64,17.79,43.9
2.313,48.25,33.91,50.16
2.603,6.7,5.08,40.85
2.341,34.49,3.5,46.6
1.335,28.57,19.79,47.8
2.223,52.42,58.89,12.8
2.598,24.69,29.54,46.7
2.39,29.85,24.72,37.24
2.144,1.88,4.37,19.61
1.605,4.4,26.35,55.82
2.521,2.78,13.24,49.86
0.953,58.05,50.49,26.54
1.411,51.81,36.08,12.11
1.667,29.91,24.81,21.15
1.689,13.25,45.79,0.8
0.956,35.06,4.77,20.59
0.871,29.65,56.09,47.06
2.499,34.58,56.96,50.66
2.311,5.16,31.94,12.22
0.08,55.32,54.1,10.6
1.853,2.85,3.5,45.76
2.082,57.96,17.59,35.99
2.611,30.67,59.13,42.62
0.217,37.82,57.48,9.9
1.035,57.99,39.86,58.63
0.949,59.66,6.51,6.48
1.257,46.94,2.25,12.61
1.116,38.77,7.0,58.53
1.101,0.8,54.17,24.87
1.886,12.22,28.8,10.28
1.291,29.59,27.21,3.86
1.687,58.24,33.11,51.07
1.294,38.22,49.08,27.85
0.263,57.38,40.89,18.81
2.595,51.74,18.93,33.88
2.887,56.27,32.67,37.98
0.133,5.51,3.23,37.69
2.544,21.55,45.41,42.62
0.698,49.04,18.46,50.09
0.611,18.73,47.74,47.08
0.621,24.12,23.38,6.33
2.841,0.56,54.37,16.74
1.425,45.01,35.04,22.0
0.022,43.04,5.26,28.93
0.232,11.62,7.51,46.75
2.53,54.6,56.51,41.69
2.022,5.22,21.02,51.87
2.828,24.98,35.52,3.57
1.864,38.36,24.49,5.13
1.403,13.26,49.65,58.71
1.595,39.93,21.7,17.78
1.561,24.42,54.35,10.9
0.863,44.26,1.99,2.38
2.26,28.24,46.4,51.06
1.961,37.28,3.39,16.08
0.584,38.9,33.01,58.84
2.258,46.39,39.43,50.25
0.088,10.65,35.99,37.44
1.028,23.63,8.14,35.37
0.007,34.92,53.47,54.98
0.084,2.92,19.54,32.42
2.048,51.09,19.38,8.19
1.694,21.07,5.27,8.56
2.085,11.95,9.35,17.92
1.556,8.13,4.38,31.02
0.541,1.18,18.19,57.4
0.448,27.37,29.9,49.08
0.453,47.26,3.45,40.11
0.006,37.26,42.19,11.75
1.392,32.93,59.33,30.44
2.162,59.24,32.11,34.79
1.547,21.65,36.02,56.45
2.524,43.93,48.41,56.61
2.572,32.71,57.6,41.31
0.009,33.0,45.75,56.55
2.622,6.91,53.1,57.82
2.889,2.09,41.4,50.26
2.814,16.95,23.42,36.65
0.997,53.96,10.25,2.37
2.269,17.1,33.88,21.42
0.732,27.92,55.66,13.73
0.537,42.62,43.72,3.1
1.778,15.78,54.35,48.45
1.502,35.95,58.68,39.61
1.294,25.4,30.79,23.54
1.974,38.38,53.55,2.18
1.916,3.94,2.21,0.77
1.445,6.26,33.24,19.0
2.71,27.93,35.78,1.86
2.724,2.33,52.96,37.47
0.979,24.86,8.87,32.19
2.798,32.08,19.36,33.41
1.296,34.38,18.38,7.79
0.923,49.56,22.51,28.41
0.235,52.5,37.05,46.3
1.625,51.08,15.25,2.56
2.084,23.3,25.11,24.54
2.979,7.32,37.95,52.37
0.373,3.97,22.74,29.65
1.125,10.68,0.22,51.77
2.548,38.87,32.78,15.26
2.333,4.97,17.45,7.49
1.13,45.29,1.42,5.17
2.682,44.87,32.14,34.15
2.809,47.15,22.75,1.59
1.169,23.01,28.81,51.61
2.139,47.25,23.96,52.01
2.521,10.1,8.65,39.92
2.16,20.82,5.31,54.49
1.583,1.77,13.85,1.98
0.909,23.73,50.14,7.16
1.127,31.84,26.23,39.49
0.249,30.23,32.73,38.37
1.454,26.62,54.81,29.56
2.569,10.13,20.76,41.53
0.335,41.98,12.07,12.99
0.088,34.21,5.84,44.06
2.521,51.06,4.19,12.59
1.959,26.22,58.75,14.31
0.902,50.87,24.11,30.17
1.512,23.4,0.83,12.46
2.235,30.0,42.66,17.96
2.094,31.67,11.41,44.79
1.372,13.26,18.55,2.07
2.733,13.72,35.38,53.86
2.764,40.94,11.42,45.25
2.948,20.72,35.68,43.54
1.432,39.54,47.63,3.99
1.921,17.67,52.44,12.55
0.911,16.05,41.19,37.22
0.335,23.5,58.86,45.82
1.408,39.5,13.38,9.66
2.024,43.56,59.32,53.09
0.765,10.94,18.25,41.64
1.913,12.65,38.85,37.33
0.72,31.39,26.94,3.29
1.651,10.52,20.29,36.09
0.41,17.62,20.65,26.81
1.126,41.93,5.04,32.0
1.611,25.74,23.25,31.36
0.951,39.94,37.92,17.11
0.423,42.5,51.32,59.34
1.696,23.63,5.86,17.23
1.574,59.71,27.08,1.92
0.568,21.44,7.7,40.78
1.887,21.79,57.3,24.18
0.252,18.41,10.27,51.77
2.701,18.19,24.6,9.51
2.888,59.9,46.29,26.96
2.994,44.22,43.13,50.74
1.526,55.51,51.63,40.97
0.399,18.31,58.12,26.55
2.655,9.22,56.83,25.91
1.587,40.39,38.7,27.3
0.908,20.8,22.34,31.7
1.957,46.59,8.88,25.4
1.66,35.53,27.37,4.46
2.764,32.22,13.64,3.73
1.478,59.32,41.59,35.2
0.25,16.68,24.38,13.24
1.618,27.27,28.01,54.29
2.884,15.38,44.59,31.26
1.959,51.89,31.7,7.86
2.611,16.26,0.59,52.83
1.497,22.59,1.49,35.66
0.649,16.75,57.72,33.8
2.01,20.41,5.89,40.82
0.916,42.92,21.09,0.64
0.955,53.98,37.76,15.09
1.908,3.13,57.18,55.91
2.852,27.68,0.47,4.07
1.819,34.69,32.36,37.2
1.045,7.97,36.93,34.87
1.573,27.75,20.88,8.28
2.467,26.65,20.1,45.42
0.977,52.51,22.72,26.19
2.489,59.21,12.32,13.05
2.135,51.61,10.54,13.47
1.068,36.25,44.88,22.41
1.894,45.68,57.59,34.03
0.764,23.5,18.77,5.34
2.168,8.17,13.03,6.83
2.809,2.4,56.21,26.98
0.524,38.56,35.23,57.89
2.496,58.51,43.78,7.04
1.081,3.31,3.53,28.76
0.031,51.28,18.33,47.96
2.074,7.19,15.09,12.4
1.914,14.08,59.3,51.62
1.323,54.1,28.68,58.58
1.81,46.54,22.86,55.57
2.835,58.71,13.07,14.07
0.259,46.83,24.24,16.37
0.878,37.93,9.76,57.7
2.504,16.21,49.89,50.14
1.636,49.65,56.89,52.08
2.953,33.96,56.43,19.59
0.216,2.77,12.87,48.28
2.434,24.36,51.27,20.41
2.937,40.85,35.73,33.99
1.116,30.53,33.61,18.69
0.902,32.52,10.92,32.57
2.796,44.5,19.08,39.79
0.119,1.94,40.17,24.3
1.975,24.45,35.07,56.56
0.439,46.02,17.2,51.69
0.366,23.46,14.46,43.3
2.337,13.01,12.98,57.29
2.129,11.32,32.64,7.83
1.195,21.83,51.77,4.56
2.037,42.47,4.98,33.19
2.402,59.75,10.36,50.75
2.226,34.65,39.84,59.95
0.447,53.39,16.76,7.9
0.194,38.74,48.38,22.33
1.049,34.57,14.12,5.75
2.055,36.84,4.08,44.3
0.543,27.52,28.5,33.51
0.032,51.16,51.64,7.57
1.986,39.08,54.87,40.77
0.179,16.97,17.36,53.66
1.716,7.4,52.77,46.45
0.513,20.0,23.06,42.96
1.027,4.79,26.78,30.84
0.62,9.22,14.67,38.19
1.354,0.6,20.87,13.64
2.238,7.9,29.33,49.9
1.395,3.92,53.99,59.78
1.306,56.38,0.17,8.88
0.146,51.46,58.4,4.94
1.149,51.35,6.79,7.63
0.891,9.32,3.2,37.02
1.838,46.69,10.21,58.2
2.168,21.35,58.32,6.99
0.567,37.46,14.85,12.2
2.57,52.71,3.59,37.65
2.244,22.32,6.36,28.79
1.046,42.81,52.2,20.58
0.693,53.38,27.63,7.4
2.922,53.63,8.84,56.74
1.424,13.2,37.37,23.34
0.93,48.75,43.8,6.52
0.131,5.47,51.38,47.9
0.494,39.03,32.74,41.09
2.627,54.71,47.72,25.67
0.096,39.51,49.52,18.52
2.938,33.64,15.79,6.15
1.89,43.67,34.22,38.69
2.91,56.66,48.22,27.8
2.822,34.97,16.82,19.16
0.448,40.97,28.73,26.26
0.187,23.36,0.78,15.14
0.989,46.07,46.48,15.19
2.933,5.66,13.12,59.94
1.588,28.45,10.82,13.55
1.122,36.96,51.13,25.39
2.619,38.79,22.5,45.63
2.781,36.52,48.49,5.05
1.243,19.58,51.37,20.1
1.109,21.7,8.35,42.62
1.461,58.47,30.13,33.57
2.222,33.87,55.53,37.37
2.106,58.55,10.2,19.72
2.076,1.45,13.53,4.61
2.759,52.76,11.69,4.66
0.995,8.25,37.49,12.4
1.255,58.14,16.3,3.09
2.089,60.0,53.08,18.83
1.758,31.44,46.24,6.87
0.416,24.88,41.0,1.38
1.962,42.26,47.24,53.31
2.097,27.98,56.28,44.94
1.56,37.49,8.91,52.05
2.372,46.41,20.47,17.28
1.068,35.0,36.8,33.74
0.694,14.56,5.68,55.07
1.494,21.35,20.1,17.45
0.468,30.09,12.97,18.58
1.574,41.33,19.31,44.62
2.408,2.44,14.9,48.45
1.353,10.58,51.59,59.16
2.845,55.87,4.05,22.62
1.731,13.99,19.29,10.16
1.771,55.76,34.81,41.67
2.89,57.67,2.7,37.52
2.872,12.19,51.41,30.27
0.872,29.38,25.41,46.69
2.461,7.73,21.34,52.75
0.121,51.87,27.14,5.7
0.986,37.22,9.76,59.37
1.197,30.14,59.61,29.3
2.682,19.3,19.97,10.06
1.257,37.87,0.86,35.11
2.303,9.3,13.63,59.84
2.923,51.88,8.04,58.57
1.076,40.08,20.34,8.99
2.565,26.61,9.41,33.99
1.157,0.98,49.35,20.04
0.244,41.6,25.82,35.81
0.509,50.18,4.65,24.89
2.39,42.05,55.55,41.1
0.574,53.72,29.17,39.0
0.808,50.3,1.81,2.24
1.789,54.04,32.9,39.37
2.093,53.94,22.59,50.48
2.251,41.05,59.58,53.81
0.24,10.87,0.13,39.83
1.932,11.24,54.88,2.52
1.561,21.69,51.94,38.92
2.28,20.71,47.96,34.19
1.423,48.5,56.44,1.76
0.962,13.41,15.81,39.85
2.801,3.25,22.06,52.56
1.784,6.31,45.71,41.55
2.613,26.5,32.02,28.89
1.738,41.66,29.64,17.62
2.461,31.1,8.27,46.63
0.621,27.84,13.45,47.93
0.068,52.16,16.66,18.46
1.572,7.61,34.4,37.84
1.88,5.17,33.97,42.62
0.986,45.27,22.51,53.15
1.675,14.82,11.41,1.32
2.666,42.77,11.74,52.33
0.209,21.82,31.49,16.02
2.268,1.08,46.77,7.42
1.312,43.68,12.66,51.98
0.355,17.74,26.92,7.12
1.059,1.24,7.81,9.69
2.49,5.16,48.59,52.22
1.296,34.48,47.22,21.55
2.584,11.13,34.15,5.78
0.655,38.97,17.62,36.45
2.58,3.43,50.42,47.02
1.124,35.55,27.92,49.56
2.71,12.12,19.85,17.95
0.18,15.66,31.74,21.59
0.16,24.02,37.33,5.75
2.274,57.15,32.44,19.15
2.162,3.71,33.11,48.01
1.28,40.29,18.69,36.42
1.737,12.18,31.14,32.21
2.537,20.93,4.96,25.23
0.958,0.5,22.18,17.98
1.281,34.57,38.45,55.67
0.034,23.62,35.24,2.22
0.201,16.15,19.51,35.73
1.967,45.38,47.85,11.34
1.015,41.89,20.89,32.7
2.618,51.83,26.44,9.33
2.264,33.78,45.86,10.05
2.524,17.52,8.95,40.48
2.001,39.08,58.25,57.88
1.8,12.54,10.36,8.08
0.969,5.74,42.46,27.23
1.318,23.08,45.52,50.89
2.307,55.14,46.14,45.42
1.748,31.95,31.15,50.73
2.386,23.28,19.77,15.57
0.557,40.58,7.53,42.13
0.078,22.07,44.47,50.92
2.85,27.87,15.42,0.31
2.868,54.52,13.15,23.65
0.23,49.3,24.88,7.4
2.924,29.54,34.92,36.59
0.854,23.47,21.2,52.34
1.703,42.4,7.11,35.2
0.955,58.1,13.79,37.29
0.402,47.01,58.18,25.24
2.877,34.54,29.26,40.89
0.834,21.11,16.7,1.68
1.213,24.91,44.43,46.61
2.433,5.1,49.77,19.52
0.974,21.65,14.55,8.56
2.536,29.0,46.83,30.91
2.147,24.35,47.72,4.81
2.552,33.21,55.4,26.73
1.7,39.25,49.3,12.0
1.174,52.47,8.16,23.78
1.637,16.59,19.02,35.29
2.056,35.77,9.42,23.54
0.707,19.51,49.99,24.91
1.312,19.21,21.21,46.34
0.905,5.47,19.4,46.55
0.058,18.85,54.03,44.28
2.581,15.69,57.96,28.38
2.442,59.21,30.86,51.28
2.842,14.37,59.31,54.32
0.911,48.07,13.3,27.99
0.939,23.62,18.92,15.52
2.319,7.57,23.12,43.43
0.089,46.89,43.88,4.46
2.352,10.67,15.98,19.58
2.397,52.47,11.46,41.04
2.805,24.24,17.21,14.53
2.148,4.02,30.15,20.68
2.545,37.73,56.39,20.11
2.536,5.0,57.09,33.11
0.547,18.45,17.04,46.31
1.494,26.04,5.2,2.88
2.085,24.4,48.55,43.68
2.478,22.15,45.22,16.85
2.155,26.77,33.44,55.05
0.424,13.63,7.27,52.61
2.064,23.08,33.04,40.83
2.299,4.74,1.4,47.75
2.521,17.95,32.01,37.2
2.657,56.52,55.53,17.28
2.4,42.32,40.71,53.77
1.795,49.19,14.54,58.93
1.182,15.34,57.69,42.57
2.745,50.83,59.72,36.18
2.196,58.09,2.69,33.13
1.225,0.63,32.86,17.53
0.668,9.72,32.92,8.16
1.674,51.26,40.99,11.88
0.438,30.42,40.92,23.61
0.252,23.46,49.6,50.0
0.966,37.93,55.06,6.54
2.524,8.99,18.59,23.5
1.329,6.36,41.43,5.03
0.74,24.29,34.89,0.36
0.234,40.46,55.24,50.34
0.74,33.65,15.4,21.29
0.723,27.08,12.95,45.05
0.401,54.41,4.72,8.77
1.872,1.27,5.08,46.6
2.166,44.89,2.3,0.69
2.595,43.36,14.83,40.79
2.572,8.84,35.43,30.26
2.887,11.69,58.71,46.99
1.211,0.73,9.81,25.2
0.665,52.29,41.93,12.7
2.13,13.49,13.08,16.99
1.959,16.42,17.42,38.77
2.918,56.04,30.95,21.05
1.15,37.23,22.92,19.0
2.702,18.99,28.66,11.93
1.78,10.28,47.95,3.4
2.272,40.58,16.61,3.2
0.428,30.28,14.17,53.97
2.363,1.19,54.92,45.51
0.995,50.87,53.86,44.18
2.717,6.82,8.12,23.65
0.313,26.08,48.16,48.57
1.78,3.17,6.77,33.34
2.396,58.11,46.73,22.08
1.197,27.83,10.75,40.24
0.445,56.64,17.36,35.3
1.995,6.85,1.43,23.35
2.607,29.93,8.78,32.07
